Resume ID,Candidate Name,Job ID,Job Title,Semantic Score,Skill Overlap,Final Score,Final %
191,191,1687,Machine Learning,0.6818,0.0518,0.5243,52.43
192,192,1143,Java Developer,0.7175,0.0465,0.5498,54.98
192,192,1518,Machine Learning,0.7081,0.0685,0.5482,54.82
192,192,344,Software Engineer,0.7065,0.0139,0.5333,53.33
192,192,1989,Flutter Developer,0.6845,0.0465,0.525,52.5
192,192,811,Flutter Developer,0.6848,0.0112,0.5164,51.64
193,193,2095,Machine Learning,0.6874,0.0582,0.5301,53.01
193,193,2015,Machine Learning,0.6718,0.0567,0.518,51.8
193,193,239,DevOps Engineer,0.6594,0.0621,0.5101,51.01
193,193,960,Backend Developer,0.6587,0.0601,0.5091,50.91
193,193,660,Machine Learning,0.6519,0.0717,0.5068,50.68
194,194,1962,Machine Learning,0.6043,0.0529,0.4665,46.65
194,194,2,Machine Learning,0.5959,0.0667,0.4636,46.36
194,194,470,Machine Learning,0.5843,0.067,0.455,45.5
194,194,660,Machine Learning,0.5868,0.0517,0.4531,45.31
194,194,383,Java Developer,0.5822,0.0574,0.451,45.1
195,195,23,Database Administrator,0.7877,0.1447,0.627,62.7
195,195,817,Backend Developer,0.7798,0.1136,0.6133,61.33
195,195,665,Software Engineer,0.7614,0.1169,0.6003,60.03
195,195,1890,Machine Learning,0.7644,0.0826,0.5939,59.39
195,195,1380,Java Developer,0.7549,0.0971,0.5904,59.04
196,196,660,Machine Learning,0.7052,0.0678,0.5458,54.58
196,196,556,Software Engineer,0.7052,0.0425,0.5395,53.95
196,196,1165,Software Engineer,0.6915,0.0663,0.5352,53.52
196,196,1689,Java Developer,0.6874,0.0703,0.5331,53.31
196,196,1687,Machine Learning,0.6818,0.0518,0.5243,52.43
197,197,1143,Java Developer,0.7175,0.0465,0.5498,54.98
197,197,1518,Machine Learning,0.7081,0.0685,0.5482,54.82
197,197,344,Software Engineer,0.7065,0.0139,0.5333,53.33
197,197,1989,Flutter Developer,0.6845,0.0465,0.525,52.5
197,197,811,Flutter Developer,0.6848,0.0112,0.5164,51.64
198,198,2095,Machine Learning,0.6874,0.0582,0.5301,53.01
198,198,2015,Machine Learning,0.6718,0.0567,0.518,51.8
198,198,239,DevOps Engineer,0.6594,0.0621,0.5101,51.01
198,198,960,Backend Developer,0.6587,0.0601,0.5091,50.91
198,198,660,Machine Learning,0.6519,0.0717,0.5068,50.68
199,199,1962,Machine Learning,0.6043,0.0529,0.4665,46.65
199,199,2,Machine Learning,0.5959,0.0667,0.4636,46.36
199,199,470,Machine Learning,0.5843,0.067,0.455,45.5
199,199,660,Machine Learning,0.5868,0.0517,0.4531,45.31
199,199,383,Java Developer,0.5822,0.0574,0.451,45.1
200,200,23,Database Administrator,0.7877,0.1447,0.627,62.7
200,200,817,Backend Developer,0.7798,0.1136,0.6133,61.33
200,200,665,Software Engineer,0.7614,0.1169,0.6003,60.03
200,200,1890,Machine Learning,0.7644,0.0826,0.5939,59.39
200,200,1380,Java Developer,0.7549,0.0971,0.5904,59.04
201,201,660,Machine Learning,0.7052,0.0678,0.5458,54.58
201,201,556,Software Engineer,0.7052,0.0425,0.5395,53.95
201,201,1165,Software Engineer,0.6915,0.0663,0.5352,53.52
201,201,1689,Java Developer,0.6874,0.0703,0.5331,53.31
201,201,1687,Machine Learning,0.6818,0.0518,0.5243,52.43
202,202,1143,Java Developer,0.7175,0.0465,0.5498,54.98
202,202,1518,Machine Learning,0.7081,0.0685,0.5482,54.82
202,202,344,Software Engineer,0.7065,0.0139,0.5333,53.33
202,202,1989,Flutter Developer,0.6845,0.0465,0.525,52.5
202,202,811,Flutter Developer,0.6848,0.0112,0.5164,51.64
203,203,2095,Machine Learning,0.6874,0.0582,0.5301,53.01
203,203,2015,Machine Learning,0.6718,0.0567,0.518,51.8
203,203,239,DevOps Engineer,0.6594,0.0621,0.5101,51.01
203,203,960,Backend Developer,0.6587,0.0601,0.5091,50.91
203,203,660,Machine Learning,0.6519,0.0717,0.5068,50.68
204,204,1962,Machine Learning,0.6043,0.0529,0.4665,46.65
204,204,2,Machine Learning,0.5959,0.0667,0.4636,46.36
204,204,470,Machine Learning,0.5843,0.067,0.455,45.5
204,204,660,Machine Learning,0.5868,0.0517,0.4531,45.31
204,204,383,Java Developer,0.5822,0.0574,0.451,45.1
205,205,23,Database Administrator,0.7877,0.1447,0.627,62.7
205,205,817,Backend Developer,0.7798,0.1136,0.6133,61.33
205,205,665,Software Engineer,0.7614,0.1169,0.6003,60.03
205,205,1890,Machine Learning,0.7644,0.0826,0.5939,59.39
205,205,1380,Java Developer,0.7549,0.0971,0.5904,59.04
206,206,660,Machine Learning,0.7052,0.0678,0.5458,54.58
206,206,556,Software Engineer,0.7052,0.0425,0.5395,53.95
206,206,1165,Software Engineer,0.6915,0.0663,0.5352,53.52
206,206,1689,Java Developer,0.6874,0.0703,0.5331,53.31
206,206,1687,Machine Learning,0.6818,0.0518,0.5243,52.43
207,207,1143,Java Developer,0.7175,0.0465,0.5498,54.98
207,207,1518,Machine Learning,0.7081,0.0685,0.5482,54.82
207,207,344,Software Engineer,0.7065,0.0139,0.5333,53.33
207,207,1989,Flutter Developer,0.6845,0.0465,0.525,52.5
207,207,811,Flutter Developer,0.6848,0.0112,0.5164,51.64
208,208,2095,Machine Learning,0.6874,0.0582,0.5301,53.01
208,208,2015,Machine Learning,0.6718,0.0567,0.518,51.8
208,208,239,DevOps Engineer,0.6594,0.0621,0.5101,51.01
208,208,960,Backend Developer,0.6587,0.0601,0.5091,50.91
208,208,660,Machine Learning,0.6519,0.0717,0.5068,50.68
209,209,1962,Machine Learning,0.6043,0.0529,0.4665,46.65
209,209,2,Machine Learning,0.5959,0.0667,0.4636,46.36
209,209,470,Machine Learning,0.5843,0.067,0.455,45.5
209,209,660,Machine Learning,0.5868,0.0517,0.4531,45.31
209,209,383,Java Developer,0.5822,0.0574,0.451,45.1
210,210,23,Database Administrator,0.7877,0.1447,0.627,62.7
210,210,817,Backend Developer,0.7798,0.1136,0.6133,61.33
210,210,665,Software Engineer,0.7614,0.1169,0.6003,60.03
210,210,1890,Machine Learning,0.7644,0.0826,0.5939,59.39
210,210,1380,Java Developer,0.7549,0.0971,0.5904,59.04
211,211,660,Machine Learning,0.7052,0.0678,0.5458,54.58
211,211,556,Software Engineer,0.7052,0.0425,0.5395,53.95
211,211,1165,Software Engineer,0.6915,0.0663,0.5352,53.52
211,211,1689,Java Developer,0.6874,0.0703,0.5331,53.31
211,211,1687,Machine Learning,0.6818,0.0518,0.5243,52.43
212,212,1143,Java Developer,0.7175,0.0465,0.5498,54.98
212,212,1518,Machine Learning,0.7081,0.0685,0.5482,54.82
212,212,344,Software Engineer,0.7065,0.0139,0.5333,53.33
212,212,1989,Flutter Developer,0.6845,0.0465,0.525,52.5
212,212,811,Flutter Developer,0.6848,0.0112,0.5164,51.64
213,213,2095,Machine Learning,0.6874,0.0582,0.5301,53.01
213,213,2015,Machine Learning,0.6718,0.0567,0.518,51.8
213,213,239,DevOps Engineer,0.6594,0.0621,0.5101,51.01
213,213,960,Backend Developer,0.6587,0.0601,0.5091,50.91
213,213,660,Machine Learning,0.6519,0.0717,0.5068,50.68
214,214,1962,Machine Learning,0.6043,0.0529,0.4665,46.65
214,214,2,Machine Learning,0.5959,0.0667,0.4636,46.36
214,214,470,Machine Learning,0.5843,0.067,0.455,45.5
214,214,660,Machine Learning,0.5868,0.0517,0.4531,45.31
214,214,383,Java Developer,0.5822,0.0574,0.451,45.1
215,215,23,Database Administrator,0.7877,0.1447,0.627,62.7
215,215,817,Backend Developer,0.7798,0.1136,0.6133,61.33
215,215,665,Software Engineer,0.7614,0.1169,0.6003,60.03
215,215,1890,Machine Learning,0.7644,0.0826,0.5939,59.39
215,215,1380,Java Developer,0.7549,0.0971,0.5904,59.04
216,216,660,Machine Learning,0.7052,0.0678,0.5458,54.58
216,216,556,Software Engineer,0.7052,0.0425,0.5395,53.95
216,216,1165,Software Engineer,0.6915,0.0663,0.5352,53.52
216,216,1689,Java Developer,0.6874,0.0703,0.5331,53.31
216,216,1687,Machine Learning,0.6818,0.0518,0.5243,52.43
217,217,1143,Java Developer,0.7175,0.0465,0.5498,54.98
217,217,1518,Machine Learning,0.7081,0.0685,0.5482,54.82
217,217,344,Software Engineer,0.7065,0.0139,0.5333,53.33
217,217,1989,Flutter Developer,0.6845,0.0465,0.525,52.5
217,217,811,Flutter Developer,0.6848,0.0112,0.5164,51.64
218,218,2095,Machine Learning,0.6874,0.0582,0.5301,53.01
218,218,2015,Machine Learning,0.6718,0.0567,0.518,51.8
218,218,239,DevOps Engineer,0.6594,0.0621,0.5101,51.01
218,218,960,Backend Developer,0.6587,0.0601,0.5091,50.91
218,218,660,Machine Learning,0.6519,0.0717,0.5068,50.68
219,219,1962,Machine Learning,0.6043,0.0529,0.4665,46.65
219,219,2,Machine Learning,0.5959,0.0667,0.4636,46.36
219,219,470,Machine Learning,0.5843,0.067,0.455,45.5
219,219,660,Machine Learning,0.5868,0.0517,0.4531,45.31
219,219,383,Java Developer,0.5822,0.0574,0.451,45.1
220,220,23,Database Administrator,0.7877,0.1447,0.627,62.7
220,220,817,Backend Developer,0.7798,0.1136,0.6133,61.33
220,220,665,Software Engineer,0.7614,0.1169,0.6003,60.03
220,220,1890,Machine Learning,0.7644,0.0826,0.5939,59.39
220,220,1380,Java Developer,0.7549,0.0971,0.5904,59.04
221,221,660,Machine Learning,0.7052,0.0678,0.5458,54.58
221,221,556,Software Engineer,0.7052,0.0425,0.5395,53.95
221,221,1165,Software Engineer,0.6915,0.0663,0.5352,53.52
221,221,1689,Java Developer,0.6874,0.0703,0.5331,53.31
221,221,1687,Machine Learning,0.6818,0.0518,0.5243,52.43
222,222,1143,Java Developer,0.7175,0.0465,0.5498,54.98
222,222,1518,Machine Learning,0.7081,0.0685,0.5482,54.82
222,222,344,Software Engineer,0.7065,0.0139,0.5333,53.33
222,222,1989,Flutter Developer,0.6845,0.0465,0.525,52.5
222,222,811,Flutter Developer,0.6848,0.0112,0.5164,51.64
223,223,2095,Machine Learning,0.6874,0.0582,0.5301,53.01
223,223,2015,Machine Learning,0.6718,0.0567,0.518,51.8
223,223,239,DevOps Engineer,0.6594,0.0621,0.5101,51.01
223,223,960,Backend Developer,0.6587,0.0601,0.5091,50.91
223,223,660,Machine Learning,0.6519,0.0717,0.5068,50.68
224,224,1962,Machine Learning,0.6043,0.0529,0.4665,46.65
224,224,2,Machine Learning,0.5959,0.0667,0.4636,46.36
224,224,470,Machine Learning,0.5843,0.067,0.455,45.5
224,224,660,Machine Learning,0.5868,0.0517,0.4531,45.31
224,224,383,Java Developer,0.5822,0.0574,0.451,45.1
225,225,1518,Machine Learning,0.7481,0.0833,0.5819,58.19
225,225,1887,Wordpress Developer,0.7317,0.0935,0.5722,57.22
225,225,2274,Network Administrator,0.727,0.0676,0.5622,56.22
225,225,1143,Java Developer,0.7242,0.051,0.5559,55.59
225,225,457,Backend Developer,0.7177,0.0602,0.5533,55.33
226,226,429,Network Administrator,0.7575,0.0465,0.5797,57.97
226,226,495,Network Administrator,0.7391,0.075,0.5731,57.31
226,226,2050,iOS Developer,0.7127,0.0588,0.5493,54.93
226,226,1679,Network Administrator,0.7134,0.0508,0.5477,54.77
226,226,2204,Database Administrator,0.7133,0.051,0.5477,54.77
227,227,949,Software Engineer,0.7623,0.1164,0.6008,60.08
227,227,1345,Machine Learning,0.749,0.1175,0.5911,59.11
227,227,773,Machine Learning,0.7456,0.1253,0.5905,59.05
227,227,184,iOS Developer,0.7442,0.082,0.5786,57.86
227,227,2141,Database Administrator,0.7458,0.0746,0.578,57.8
228,228,1591,Database Administrator,0.7077,0.0687,0.548,54.8
228,228,2045,Database Administrator,0.6898,0.0678,0.5343,53.43
228,228,1919,Database Administrator,0.6841,0.061,0.5283,52.83
228,228,1308,Database Administrator,0.6788,0.0645,0.5252,52.52
228,228,930,Full Stack Developer,0.6788,0.0522,0.5222,52.22
229,229,1383,JavaScript Developer,0.7798,0.1395,0.6197,61.97
229,229,2110,Machine Learning,0.7405,0.0419,0.5659,56.59
229,229,2275,Machine Learning,0.7195,0.0872,0.5614,56.14
229,229,1842,Machine Learning,0.7229,0.0621,0.5577,55.77
229,229,1025,Machine Learning,0.7116,0.0538,0.5472,54.72
230,230,1518,Machine Learning,0.7481,0.0833,0.5819,58.19
230,230,1887,Wordpress Developer,0.7317,0.0935,0.5722,57.22
230,230,2274,Network Administrator,0.727,0.0676,0.5622,56.22
230,230,1143,Java Developer,0.7242,0.051,0.5559,55.59
230,230,457,Backend Developer,0.7177,0.0602,0.5533,55.33
231,231,429,Network Administrator,0.7575,0.0465,0.5797,57.97
231,231,495,Network Administrator,0.7391,0.075,0.5731,57.31
231,231,2050,iOS Developer,0.7127,0.0588,0.5493,54.93
231,231,1679,Network Administrator,0.7134,0.0508,0.5477,54.77
231,231,2204,Database Administrator,0.7133,0.051,0.5477,54.77
232,232,949,Software Engineer,0.7623,0.1164,0.6008,60.08
232,232,1345,Machine Learning,0.749,0.1175,0.5911,59.11
232,232,773,Machine Learning,0.7456,0.1253,0.5905,59.05
232,232,184,iOS Developer,0.7442,0.082,0.5786,57.86
232,232,2141,Database Administrator,0.7458,0.0746,0.578,57.8
233,233,1591,Database Administrator,0.7077,0.0687,0.548,54.8
233,233,2045,Database Administrator,0.6898,0.0678,0.5343,53.43
233,233,1919,Database Administrator,0.6841,0.061,0.5283,52.83
233,233,1308,Database Administrator,0.6788,0.0645,0.5252,52.52
233,233,930,Full Stack Developer,0.6788,0.0522,0.5222,52.22
234,234,1383,JavaScript Developer,0.7798,0.1395,0.6197,61.97
234,234,2110,Machine Learning,0.7405,0.0419,0.5659,56.59
234,234,2275,Machine Learning,0.7195,0.0872,0.5614,56.14
234,234,1842,Machine Learning,0.7229,0.0621,0.5577,55.77
234,234,1025,Machine Learning,0.7116,0.0538,0.5472,54.72
235,235,1518,Machine Learning,0.7481,0.0833,0.5819,58.19
235,235,1887,Wordpress Developer,0.7317,0.0935,0.5722,57.22
235,235,2274,Network Administrator,0.727,0.0676,0.5622,56.22
235,235,1143,Java Developer,0.7242,0.051,0.5559,55.59
235,235,457,Backend Developer,0.7177,0.0602,0.5533,55.33
236,236,429,Network Administrator,0.7575,0.0465,0.5797,57.97
236,236,495,Network Administrator,0.7391,0.075,0.5731,57.31
236,236,2050,iOS Developer,0.7127,0.0588,0.5493,54.93
236,236,1679,Network Administrator,0.7134,0.0508,0.5477,54.77
236,236,2204,Database Administrator,0.7133,0.051,0.5477,54.77
237,237,949,Software Engineer,0.7623,0.1164,0.6008,60.08
237,237,1345,Machine Learning,0.749,0.1175,0.5911,59.11
237,237,773,Machine Learning,0.7456,0.1253,0.5905,59.05
237,237,184,iOS Developer,0.7442,0.082,0.5786,57.86
237,237,2141,Database Administrator,0.7458,0.0746,0.578,57.8
238,238,1591,Database Administrator,0.7077,0.0687,0.548,54.8
238,238,2045,Database Administrator,0.6898,0.0678,0.5343,53.43
238,238,1919,Database Administrator,0.6841,0.061,0.5283,52.83
238,238,1308,Database Administrator,0.6788,0.0645,0.5252,52.52
238,238,930,Full Stack Developer,0.6788,0.0522,0.5222,52.22
239,239,1383,JavaScript Developer,0.7798,0.1395,0.6197,61.97
239,239,2110,Machine Learning,0.7405,0.0419,0.5659,56.59
239,239,2275,Machine Learning,0.7195,0.0872,0.5614,56.14
239,239,1842,Machine Learning,0.7229,0.0621,0.5577,55.77
239,239,1025,Machine Learning,0.7116,0.0538,0.5472,54.72
240,240,1518,Machine Learning,0.7481,0.0833,0.5819,58.19
240,240,1887,Wordpress Developer,0.7317,0.0935,0.5722,57.22
240,240,2274,Network Administrator,0.727,0.0676,0.5622,56.22
240,240,1143,Java Developer,0.7242,0.051,0.5559,55.59
240,240,457,Backend Developer,0.7177,0.0602,0.5533,55.33
241,241,429,Network Administrator,0.7575,0.0465,0.5797,57.97
241,241,495,Network Administrator,0.7391,0.075,0.5731,57.31
241,241,2050,iOS Developer,0.7127,0.0588,0.5493,54.93
241,241,1679,Network Administrator,0.7134,0.0508,0.5477,54.77
241,241,2204,Database Administrator,0.7133,0.051,0.5477,54.77
242,242,949,Software Engineer,0.7623,0.1164,0.6008,60.08
242,242,1345,Machine Learning,0.749,0.1175,0.5911,59.11
242,242,773,Machine Learning,0.7456,0.1253,0.5905,59.05
242,242,184,iOS Developer,0.7442,0.082,0.5786,57.86
242,242,2141,Database Administrator,0.7458,0.0746,0.578,57.8
243,243,1591,Database Administrator,0.7077,0.0687,0.548,54.8
243,243,2045,Database Administrator,0.6898,0.0678,0.5343,53.43
243,243,1919,Database Administrator,0.6841,0.061,0.5283,52.83
243,243,1308,Database Administrator,0.6788,0.0645,0.5252,52.52
243,243,930,Full Stack Developer,0.6788,0.0522,0.5222,52.22
244,244,1383,JavaScript Developer,0.7798,0.1395,0.6197,61.97
244,244,2110,Machine Learning,0.7405,0.0419,0.5659,56.59
244,244,2275,Machine Learning,0.7195,0.0872,0.5614,56.14
244,244,1842,Machine Learning,0.7229,0.0621,0.5577,55.77
244,244,1025,Machine Learning,0.7116,0.0538,0.5472,54.72
245,245,1518,Machine Learning,0.7481,0.0833,0.5819,58.19
245,245,1887,Wordpress Developer,0.7317,0.0935,0.5722,57.22
245,245,2274,Network Administrator,0.727,0.0676,0.5622,56.22
245,245,1143,Java Developer,0.7242,0.051,0.5559,55.59
245,245,457,Backend Developer,0.7177,0.0602,0.5533,55.33
246,246,429,Network Administrator,0.7575,0.0465,0.5797,57.97
246,246,495,Network Administrator,0.7391,0.075,0.5731,57.31
246,246,2050,iOS Developer,0.7127,0.0588,0.5493,54.93
246,246,1679,Network Administrator,0.7134,0.0508,0.5477,54.77
246,246,2204,Database Administrator,0.7133,0.051,0.5477,54.77
247,247,949,Software Engineer,0.7623,0.1164,0.6008,60.08
247,247,1345,Machine Learning,0.749,0.1175,0.5911,59.11
247,247,773,Machine Learning,0.7456,0.1253,0.5905,59.05
247,247,184,iOS Developer,0.7442,0.082,0.5786,57.86
247,247,2141,Database Administrator,0.7458,0.0746,0.578,57.8
248,248,1591,Database Administrator,0.7077,0.0687,0.548,54.8
248,248,2045,Database Administrator,0.6898,0.0678,0.5343,53.43
248,248,1919,Database Administrator,0.6841,0.061,0.5283,52.83
248,248,1308,Database Administrator,0.6788,0.0645,0.5252,52.52
248,248,930,Full Stack Developer,0.6788,0.0522,0.5222,52.22
249,249,1383,JavaScript Developer,0.7798,0.1395,0.6197,61.97
249,249,2110,Machine Learning,0.7405,0.0419,0.5659,56.59
249,249,2275,Machine Learning,0.7195,0.0872,0.5614,56.14
249,249,1842,Machine Learning,0.7229,0.0621,0.5577,55.77
249,249,1025,Machine Learning,0.7116,0.0538,0.5472,54.72
250,250,1518,Machine Learning,0.7481,0.0833,0.5819,58.19
250,250,1887,Wordpress Developer,0.7317,0.0935,0.5722,57.22
250,250,2274,Network Administrator,0.727,0.0676,0.5622,56.22
250,250,1143,Java Developer,0.7242,0.051,0.5559,55.59
250,250,457,Backend Developer,0.7177,0.0602,0.5533,55.33
251,251,429,Network Administrator,0.7575,0.0465,0.5797,57.97
251,251,495,Network Administrator,0.7391,0.075,0.5731,57.31
251,251,2050,iOS Developer,0.7127,0.0588,0.5493,54.93
251,251,1679,Network Administrator,0.7134,0.0508,0.5477,54.77
251,251,2204,Database Administrator,0.7133,0.051,0.5477,54.77
252,252,949,Software Engineer,0.7623,0.1164,0.6008,60.08
252,252,1345,Machine Learning,0.749,0.1175,0.5911,59.11
252,252,773,Machine Learning,0.7456,0.1253,0.5905,59.05
252,252,184,iOS Developer,0.7442,0.082,0.5786,57.86
252,252,2141,Database Administrator,0.7458,0.0746,0.578,57.8
253,253,1591,Database Administrator,0.7077,0.0687,0.548,54.8
253,253,2045,Database Administrator,0.6898,0.0678,0.5343,53.43
253,253,1919,Database Administrator,0.6841,0.061,0.5283,52.83
253,253,1308,Database Administrator,0.6788,0.0645,0.5252,52.52
253,253,930,Full Stack Developer,0.6788,0.0522,0.5222,52.22
254,254,1383,JavaScript Developer,0.7798,0.1395,0.6197,61.97
254,254,2110,Machine Learning,0.7405,0.0419,0.5659,56.59
254,254,2275,Machine Learning,0.7195,0.0872,0.5614,56.14
254,254,1842,Machine Learning,0.7229,0.0621,0.5577,55.77
254,254,1025,Machine Learning,0.7116,0.0538,0.5472,54.72
255,255,1518,Machine Learning,0.7481,0.0833,0.5819,58.19
255,255,1887,Wordpress Developer,0.7317,0.0935,0.5722,57.22
255,255,2274,Network Administrator,0.727,0.0676,0.5622,56.22
255,255,1143,Java Developer,0.7242,0.051,0.5559,55.59
255,255,457,Backend Developer,0.7177,0.0602,0.5533,55.33
256,256,429,Network Administrator,0.7575,0.0465,0.5797,57.97
256,256,495,Network Administrator,0.7391,0.075,0.5731,57.31
256,256,2050,iOS Developer,0.7127,0.0588,0.5493,54.93
256,256,1679,Network Administrator,0.7134,0.0508,0.5477,54.77
256,256,2204,Database Administrator,0.7133,0.051,0.5477,54.77
257,257,949,Software Engineer,0.7623,0.1164,0.6008,60.08
257,257,1345,Machine Learning,0.749,0.1175,0.5911,59.11
257,257,773,Machine Learning,0.7456,0.1253,0.5905,59.05
257,257,184,iOS Developer,0.7442,0.082,0.5786,57.86
257,257,2141,Database Administrator,0.7458,0.0746,0.578,57.8
258,258,1591,Database Administrator,0.7077,0.0687,0.548,54.8
258,258,2045,Database Administrator,0.6898,0.0678,0.5343,53.43
258,258,1919,Database Administrator,0.6841,0.061,0.5283,52.83
258,258,1308,Database Administrator,0.6788,0.0645,0.5252,52.52
258,258,930,Full Stack Developer,0.6788,0.0522,0.5222,52.22
259,259,1383,JavaScript Developer,0.7798,0.1395,0.6197,61.97
259,259,2110,Machine Learning,0.7405,0.0419,0.5659,56.59
259,259,2275,Machine Learning,0.7195,0.0872,0.5614,56.14
259,259,1842,Machine Learning,0.7229,0.0621,0.5577,55.77
259,259,1025,Machine Learning,0.7116,0.0538,0.5472,54.72
260,260,1518,Machine Learning,0.7481,0.0833,0.5819,58.19
260,260,1887,Wordpress Developer,0.7317,0.0935,0.5722,57.22
260,260,2274,Network Administrator,0.727,0.0676,0.5622,56.22
260,260,1143,Java Developer,0.7242,0.051,0.5559,55.59
260,260,457,Backend Developer,0.7177,0.0602,0.5533,55.33
261,261,429,Network Administrator,0.7575,0.0465,0.5797,57.97
261,261,495,Network Administrator,0.7391,0.075,0.5731,57.31
261,261,2050,iOS Developer,0.7127,0.0588,0.5493,54.93
261,261,1679,Network Administrator,0.7134,0.0508,0.5477,54.77
261,261,2204,Database Administrator,0.7133,0.051,0.5477,54.77
262,262,949,Software Engineer,0.7623,0.1164,0.6008,60.08
262,262,1345,Machine Learning,0.749,0.1175,0.5911,59.11
262,262,773,Machine Learning,0.7456,0.1253,0.5905,59.05
262,262,184,iOS Developer,0.7442,0.082,0.5786,57.86
262,262,2141,Database Administrator,0.7458,0.0746,0.578,57.8
263,263,1591,Database Administrator,0.7077,0.0687,0.548,54.8
263,263,2045,Database Administrator,0.6898,0.0678,0.5343,53.43
263,263,1919,Database Administrator,0.6841,0.061,0.5283,52.83
263,263,1308,Database Administrator,0.6788,0.0645,0.5252,52.52
263,263,930,Full Stack Developer,0.6788,0.0522,0.5222,52.22
264,264,1383,JavaScript Developer,0.7798,0.1395,0.6197,61.97
264,264,2110,Machine Learning,0.7405,0.0419,0.5659,56.59
264,264,2275,Machine Learning,0.7195,0.0872,0.5614,56.14
264,264,1842,Machine Learning,0.7229,0.0621,0.5577,55.77
264,264,1025,Machine Learning,0.7116,0.0538,0.5472,54.72
265,265,1143,Java Developer,0.7,0.0674,0.5418,54.18
265,265,1518,Machine Learning,0.6794,0.0779,0.5291,52.91
265,265,1887,Wordpress Developer,0.6725,0.0583,0.5189,51.89
265,265,457,Backend Developer,0.6642,0.0526,0.5113,51.13
265,265,811,Flutter Developer,0.6572,0.044,0.5039,50.39
266,266,811,Flutter Developer,0.5188,0.0084,0.3912,39.12
266,266,1518,Machine Learning,0.5044,0.0385,0.3879,38.79
266,266,1143,Java Developer,0.4947,0.0256,0.3774,37.74
266,266,457,Backend Developer,0.4885,0.0194,0.3712,37.12
266,266,579,Flutter Developer,0.4901,0.009,0.3698,36.98
267,267,551,Database Administrator,0.7369,0.0569,0.5669,56.69
267,267,2040,Database Administrator,0.737,0.043,0.5635,56.35
267,267,534,Database Administrator,0.7264,0.0484,0.5569,55.69
267,267,486,Full Stack Developer,0.7242,0.0386,0.5528,55.28
267,267,1315,Database Administrator,0.7113,0.0652,0.5498,54.98
268,268,1315,Database Administrator,0.7031,0.1126,0.5555,55.55
268,268,551,Database Administrator,0.7053,0.0859,0.5505,55.05
268,268,684,Database Administrator,0.6962,0.0977,0.5466,54.66
268,268,1380,Java Developer,0.6912,0.0808,0.5386,53.86
268,268,817,Backend Developer,0.684,0.0984,0.5376,53.76
269,269,824,Network Administrator,0.6629,0.0866,0.5188,51.88
269,269,1811,JavaScript Developer,0.6448,0.0876,0.5055,50.55
269,269,2225,Database Administrator,0.6382,0.0917,0.5016,50.16
269,269,2232,Django Developer,0.644,0.0664,0.4996,49.96
269,269,533,Full Stack Developer,0.6347,0.0921,0.4991,49.91
270,270,1097,Database Administrator,0.6612,0.0667,0.5126,51.26
270,270,980,Database Administrator,0.6304,0.1025,0.4984,49.84
270,270,824,Network Administrator,0.639,0.0625,0.4948,49.48
270,270,1240,Full Stack Developer,0.6276,0.0495,0.4831,48.31
270,270,1970,Machine Learning,0.6236,0.0596,0.4826,48.26
271,271,1143,Java Developer,0.7,0.0674,0.5418,54.18
271,271,1518,Machine Learning,0.6794,0.0779,0.5291,52.91
271,271,1887,Wordpress Developer,0.6725,0.0583,0.5189,51.89
271,271,457,Backend Developer,0.6642,0.0526,0.5113,51.13
271,271,811,Flutter Developer,0.6572,0.044,0.5039,50.39
272,272,811,Flutter Developer,0.5188,0.0084,0.3912,39.12
272,272,1518,Machine Learning,0.5044,0.0385,0.3879,38.79
272,272,1143,Java Developer,0.4947,0.0256,0.3774,37.74
272,272,457,Backend Developer,0.4885,0.0194,0.3712,37.12
272,272,579,Flutter Developer,0.4901,0.009,0.3698,36.98
273,273,551,Database Administrator,0.7369,0.0569,0.5669,56.69
273,273,2040,Database Administrator,0.737,0.043,0.5635,56.35
273,273,534,Database Administrator,0.7264,0.0484,0.5569,55.69
273,273,486,Full Stack Developer,0.7242,0.0386,0.5528,55.28
273,273,1315,Database Administrator,0.7113,0.0652,0.5498,54.98
274,274,1315,Database Administrator,0.7031,0.1126,0.5555,55.55
274,274,551,Database Administrator,0.7053,0.0859,0.5505,55.05
274,274,684,Database Administrator,0.6962,0.0977,0.5466,54.66
274,274,1380,Java Developer,0.6912,0.0808,0.5386,53.86
274,274,817,Backend Developer,0.684,0.0984,0.5376,53.76
275,275,824,Network Administrator,0.6629,0.0866,0.5188,51.88
275,275,1811,JavaScript Developer,0.6448,0.0876,0.5055,50.55
275,275,2225,Database Administrator,0.6382,0.0917,0.5016,50.16
275,275,2232,Django Developer,0.644,0.0664,0.4996,49.96
275,275,533,Full Stack Developer,0.6347,0.0921,0.4991,49.91
276,276,1097,Database Administrator,0.6612,0.0667,0.5126,51.26
276,276,980,Database Administrator,0.6304,0.1025,0.4984,49.84
276,276,824,Network Administrator,0.639,0.0625,0.4948,49.48
276,276,1240,Full Stack Developer,0.6276,0.0495,0.4831,48.31
276,276,1970,Machine Learning,0.6236,0.0596,0.4826,48.26
277,277,1143,Java Developer,0.7,0.0674,0.5418,54.18
277,277,1518,Machine Learning,0.6794,0.0779,0.5291,52.91
277,277,1887,Wordpress Developer,0.6725,0.0583,0.5189,51.89
277,277,457,Backend Developer,0.6642,0.0526,0.5113,51.13
